Url,Title,Brand,Gender,Accords,Short Description,long Description,Perfumer,Top notes,Middle notes,Rating,Out of ,Total no of votes
https://www.fragrantica.com/perfume/Lancetti/Etre-Special-Edition-2108.html,Etre Special Edition Lancetti ,Lancetti,for women,"fruity,warm spicy,floral,white floral,vanilla,sweet,woody,fresh spicy,amber,aromatic","Etre Special Edition  by  Lancetti  is a Floral Fruity fragrance for women.  Etre Special Edition  was launched in 2004. Top notes are Bergamot, Black Currant, Cardamom and Pepper; middle notes are Mango, Ylang-Ylang, Honeysuckle, Jasmine, Cyclamen, Rose and Violet; base notes are Patchouli, Tonka Bean, Amber and Vanilla. ",,,"Bergamot,Black Currant,Cardamom,Pepper","Mango,Ylang-Ylang,Honeysuckle,Jasmine,Cyclamen,Rose,Violet",,,
https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Angelique-Lilas-2088.html,Aqua Allegoria Angelique Lilas Guerlain ,Guerlain,for women,"floral,musky,powdery,amber,fresh,woody,sweet,yellow floral,soft spicy,white floral","Aqua Allegoria Angelique Lilas  by  Guerlain  is a Floral Green fragrance for women.  Aqua Allegoria Angelique Lilas  was launched in 2007. The nose behind this fragrance is Jean-Paul Guerlain. Top notes are Jasmine, Pink Pepper and Orange; middle notes are Angelica, Lilac and Ylang-Ylang; base notes are Heliotrope and Virginia Cedar. ","In 2007 Guerlain has expanded the Aqua Allegoria family by adding two more fragrances: Mandarine Basilic and Angelique Lilas.  
Angelique Lilas is a green floral fragrance which brings a harmony of angelica notes with white lilac. The scent is carefree and natural. 
Pink pepper blended with the notes of orange and jasmine opens the composition and leads to the heart which unites angelica and white lilac. The base notes are ylang-ylang, cedar and heliotrope.  
It was created by Jean Paul Guerlain in 2007.",Jean-Paul Guerlain,"Jasmine,Pink Pepper,Orange","Angelica,Lilac,Ylang-Ylang",3.89,5,440
https://www.fragrantica.com/perfume/Lancetti/Etre-Special-Edition-II-2109.html,Etre Special Edition II Lancetti ,Lancetti,for women,,Etre Special Edition II  by  Lancetti  is a Chypre Floral fragrance for women. ,,,,,,,
https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Dzing-1953.html,Dzing! L'Artisan Parfumeur ,L'Artisan Parfumeur,for women and men,"leather,sweet,caramel,musky,animalic,warm spicy,woody,powdery,smoky,vanilla",Dzing!  by  L'Artisan Parfumeur  is a Woody fragrance for women and men.  Dzing!  was launched in 1999. The nose behind this fragrance is Olivia Giacobetti. ,,Olivia Giacobetti,"Leather,Musk,Caramel,White Woods,Tonka Bean,Saffron,Toffee,Cotton Candy,Ginger,Candy Apple",,4.04,5,"1,920"
https://www.fragrantica.com/perfume/Air-Val-International/Disney-Minnie-2005-2129.html,Disney Minnie 2005 Air-Val International ,Air-Val International,for women,"citrus,vanilla,rose,white floral,sweet,fruity,fresh spicy,powdery,floral",Disney Minnie 2005  by  Air-Val International  is a Floral Green fragrance for women.  Disney Minnie 2005  was launched in 2005. ,"Disney Minnie 2005 by Air Val International is a floral green fragrance for women. The fragrance features orange, vanilla, peach, jasmine, bergamot, rose and lemon.",,"Orange,Vanilla,Peach,Jasmine,Bergamot,Rose,Lemon",,3.67,5,3
https://www.fragrantica.com/perfume/Air-Val-International/Mickey-Mouse-2132.html,Mickey Mouse Air-Val International ,Air-Val International,for men,"citrus,aromatic",Mickey Mouse  by  Air-Val International  is a Citrus fragrance for men.  Mickey Mouse  was launched in 2000. ,Mickey Mouse by Air-Val International is a citrus fragrance for men. Mickey Mouse was launched in 2000. The fragrance features lime and lemon.,,"Lemon,Lime",,4.00,5,5
https://www.fragrantica.com/perfume/Air-Val-International/Minnie-Mouse-2133.html,Minnie Mouse Air-Val International ,Air-Val International,for women,"citrus,floral,fresh,warm spicy",Minnie Mouse  by  Air-Val International  is a Oriental Floral fragrance for women.  Minnie Mouse  was launched in 2000. ,"Minnie Mouse by Air-Val International is a oriental floral fragrance for women. Minnie Mouse was launched in 2000. The fragrance features flowers, citruses, spices and lemon.",,"Flowers,Citruses,Lemon,Spices",,3.92,5,12
https://www.fragrantica.com/perfume/Enrico-Coveri/Enrico-Coveri-Pour-Homme-2121.html,Enrico Coveri Pour Homme Enrico Coveri ,Enrico Coveri,for men,"aromatic,woody,fresh spicy,lavender,soft spicy,powdery,amber,leather,herbal,warm spicy","Enrico Coveri Pour Homme  by  Enrico Coveri  is a Woody Aromatic fragrance for men.  Enrico Coveri Pour Homme  was launched in 1984. Top notes are Lavender, Tarragon, Clary Sage, Nutmeg Flower and Bergamot; middle notes are Brazilian Rosewood, Patchouli, Sandalwood, Geranium and Cedar; base notes are Leather, Oakmoss, Amber, Musk and Tonka Bean. ",,,"Lavender,Tarragon,Clary Sage,Nutmeg Flower,Bergamot","Brazilian Rosewood,Patchouli,Sandalwood,Geranium,Cedar",4.25,5,80
https://www.fragrantica.com/perfume/Lancetti/Lancetti-Mood-Man-2107.html,Lancetti Mood Man Lancetti ,Lancetti,for men,"woody,citrus,sweet,aromatic,fruity,vanilla,tropical,amber,warm spicy,musky","Lancetti Mood Man  by  Lancetti  is a Aromatic Aquatic fragrance for men.  Lancetti Mood Man  was launched in 2006. Top notes are Mango, Green Apple, Lime, Bergamot and Lemon; middle note is Lotus; base notes are Tonka Bean, Cedar, Vetiver, Patchouli, Guaiac Wood and Musk. ",,,"Mango,Green Apple,Lime,Bergamot,Lemon",Lotus,4.25,5,8
https://www.fragrantica.com/perfume/Donna-Karan/Donna-Karan-Gold-2061.html,Donna Karan Gold Donna Karan ,Donna Karan,for women,"white floral,warm spicy,amber,soft spicy","Donna Karan Gold  by  Donna Karan  is a Oriental Floral fragrance for women.  Donna Karan Gold  was launched in 2006. Donna Karan Gold was created by Yann Vasnier, Rodrigo Flores-Roux and Calice Becker. ","According to Donna Karan, gold has always attracted her by its passion and power, and as a designer, she has always liked combinations of gold and black colour. She finally succeeded in creating a fragrance to reflect its warmth, power and attractiveness.
The fragrance is built of two main elements, which carry a scent of gold: lily from Casablanca and amber. Lily is intoxicating and sparkling, it attracts and seduces, while amber is warm, as a touch of gold.
This complicated and powerful, but also gentle and feminine fragrance includes the following notes: lily, amber, acacia, white cloves, gold balm, golden pollen and patchouli from East Asia.
A whole team of perfumers worked on this perfume: Yann Vasnier, Rodrigo Flores-Roux and Calice Becker. The perfume was created in 2006.
The bottle with perfume water is in the photo (above), while edt bottle is translucent.","Calice Becker,Rodrigo Flores-Roux,Yann Vasnier","Lily,Black locust,Amber,Clove,Jasmine,Patchouli,Violet Leaf",,3.67,5,"1,160"
https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Ruban-d-Orange-2025.html,Ruban d'Orange L'Occitane en Provence ,L'Occitane en Provence,for women and men,"citrus,woody,aromatic,fresh spicy,fresh,sweet,earthy",Ruban d'Orange  by  L'Occitane en Provence  is a Citrus fragrance for women and men.  Ruban d'Orange  was launched in 2006. ,,,"Sicilian Orange,Bitter Orange,Vetiver,Fir,Mandarin Orange,Tonka Bean,Lemon,Cedar",,3.90,5,107
https://www.fragrantica.com/perfume/Sweet-Years/Sweet-Years-Man-2126.html,Sweet Years Man Sweet Years ,Sweet Years,for men,"citrus,anis,soft spicy,fresh spicy,warm spicy,aromatic,floral",Sweet Years Man  by  Sweet Years  is a fragrance for men. ,,,"Lemon,Star Anise,Spices,Nutmeg,Bergamot",,3.67,5,6
https://www.fragrantica.com/perfume/Ineke/Evening-Edged-In-Gold-2141.html,Evening Edged In Gold Ineke ,Ineke,for women,"fruity,sweet,floral,leather,warm spicy,woody,animalic,cinnamon","Evening Edged In Gold  by  Ineke  is a Oriental Floral fragrance for women.  Evening Edged In Gold  was launched in 2007. The nose behind this fragrance is Ineke Ruhland. Top notes are plum and Osmanthus; middle notes are Saffron, Angels Trumpet and Cinnamon; base notes are Leather, Woodsy Notes and Sweet Notes. ","After 4 fragrances which arrived to the market in 2006, the fifth perfume arrives - Evening Edged in Gold, which presents letter E, arrives as a part of inspirationally named alphabetic collection Ineke. (A- After My Own Heart; B- Balmy Days & Sundays, C – Chemical Bonding, D – Derring Do), E as a prefix of elegance and evening as notes for going out in the evening, inspired by intoxicating night flowers.
 This perfume house, the founder and perfumer of which is Ineke Ruhland, is based in San Francisco. Young Ineke is inspired by gold this time and she created this perfume with a touch and scent, which are associated with this optimistic colour.
 The perfume Evening Edged in Gold opens with fragrancy, light notes of plum and golden osmanthus. The heart of the fragrance introduces a tide of Angel\'s trumpet, with a hint of saffron and cinnamon, while the base notes introduce intoxicating night flower named Midnight Candy (zaluzianskya capensis), with accords of dark wood and leather.
 The bottle is the same as its previous editions, with illusory drawings and a gold label. The perfume is available as 75ml EDP (2.5 oz) (web site)",Ineke Ruhland,"plum,Osmanthus","Saffron,Angels Trumpet,Cinnamon",4.00,5,269
https://www.fragrantica.com/perfume/Yves-Rocher/Iris-Noir-1980.html,Iris Noir Yves Rocher ,Yves Rocher,for women,"iris,patchouli,powdery,aromatic,woody,earthy,warm spicy,violet,vanilla,floral",Iris Noir  by  Yves Rocher  is a Oriental Floral fragrance for women.  Iris Noir  was launched in 2007. Iris Noir was created by Nathalie Gracia-Cetto and Olivier Pescheux. Top notes are Coriander and Bergamot; middle notes are iris and Ambrette (Musk Mallow); base notes are Patchouli and Tonka Bean. ,"Iris Noir is a third fragrance in the Secrets d' Essences collection (the first one was Voile d' Ambre from 2005 and Rose Absolue form 2006), which was made in 2007. The perfume is floriental with chypre accords. The composition opens with notes of bergamot, coriander and carrot seed. In the heart of the perfume there is iris, while the base is made of Tonka bean, patchouli and styrax. The perfume was designed by Olivier Pescheux and Nathalie Gracia-Cetto. Olivier Pescheux also created the first perfume from the Voile d' Ambre series. The perfume is available in the concentration of Eau de Toilette (50 ml and 15 ml for the purse) and Eau de Perfume (30 ml), together with the body care line.
 ","Nathalie Gracia-Cetto,Olivier Pescheux","Coriander,Bergamot","iris,Ambrette (Musk Mallow)",3.56,5,"1,996"
https://www.fragrantica.com/perfume/Air-Val-International/Spiderman-2134.html,Spiderman Air-Val International ,Air-Val International,for men,"citrus,aromatic,green,woody,fresh spicy,amber",Spiderman  by  Air-Val International  is a Citrus Aromatic fragrance for men. ,,,"Orange,Sandalwood,Amber,Bergamot,Lemon,Galbanum,Mandarin Orange,Petitgrain,Lavender",,4.00,5,6
https://www.fragrantica.com/perfume/Comme-des-Garcons/8-88-2140.html,8 88 Comme des Garcons ,Comme des Garcons,for women and men,"warm spicy,amber,aromatic,fresh spicy,woody,earthy,smoky,herbal,leather,balsamic","8 88  by  Comme des Garcons  is a Oriental Spicy fragrance for women and men.  8 88  was launched in 2008. The nose behind this fragrance is Antoine Lie. Top notes are Turmeric, Coriander and Papyrus; middle notes are Saffron, Geranium and Incense; base notes are Amber and Patchouli. ",,Antoine Lie,"Turmeric,Coriander,Papyrus","Saffron,Geranium,Incense",3.96,5,844
https://www.fragrantica.com/perfume/Air-Val-International/Disney-Minnie-2130.html,Disney Minnie Air-Val International ,Air-Val International,for women,"citrus,floral,white floral,rose,aromatic,musky,fresh spicy,warm spicy",Disney Minnie  by  Air-Val International  is a Floral fragrance for women.  Disney Minnie  was launched in 1992. ,"Disney Minnie by Air Val International is a floral fragrance for women. Disney Minnie was launched in 1992. The fragrance features orange, carnation, musk, jasmine, bergamot, rose and lemon.",,"Orange,Jasmine,Lemon,Carnation,Bergamot,Rose,Musk",,4.75,5,4
https://www.fragrantica.com/perfume/Alviero-Martini/1a-Classe-Woman-2145.html,1a Classe Woman Alviero Martini ,Alviero Martini,for women,"ozonic,fruity,aquatic,woody,vanilla,citrus,sweet,white floral,warm spicy,powdery","1a Classe Woman  by  Alviero Martini  is a Floral Woody Musk fragrance for women.  1a Classe Woman  was launched in 2007. The nose behind this fragrance is IFF. Top notes are Black Currant, Watermelon and Mandarin Orange; middle notes are Violet Leaf, Jasmine and Ylang-Ylang; base notes are Vanilla, Sandalwood, Tonka Bean and Patchouli. ",,IFF,"Black Currant,Watermelon,Mandarin Orange","Violet Leaf,Jasmine,Ylang-Ylang",3.64,5,11
https://www.fragrantica.com/perfume/Sweet-Years/Funny-Days-Man-2125.html,Funny Days Man Sweet Years ,Sweet Years,for men,"woody,citrus,powdery,amber,white floral,musky,violet,fresh,floral,green","Funny Days Man  by  Sweet Years  is a fragrance for men.  Funny Days Man  was launched in 2006. Top notes are Mandarin Orange and Bergamot; middle notes are Brazilian Rosewood, Violet and Lily-of-the-Valley; base notes are Amber, Musk and Woodsy Notes. ",,,"Mandarin Orange,Bergamot","Brazilian Rosewood,Violet,Lily-of-the-Valley",3.00,5,3
https://www.fragrantica.com/perfume/L-Occitane-en-Provence/Cherry-Blossom-2023.html,Cherry Blossom L'Occitane en Provence ,L'Occitane en Provence,for women,"floral,cherry,fruity,fresh,sweet,musky,woody","Cherry Blossom  by  L'Occitane en Provence  is a Floral fragrance for women.  Cherry Blossom  was launched in 2007. Top notes are Cherry, Black Currant and Freesia; middle notes are Cherry Blossom and Lily-of-the-Valley; base notes are Musk, Brazilian Rosewood and Amber. ","Cherry Blossom (Fleurs de Cerisier) eau de toilet was launched in spring of 2007. Cherry blossom is an evitable part of the spring South France landscape, so this perfume represents the scent of an early spring. Cherry note is accompanied by freesia, black currant, lily-of-the-valley, rose tree, amber and musk. It is available as 100 ml EDT, 10 gr solid perfume and additional body care line, as well as scented candles.",,"Cherry,Black Currant,Freesia","Cherry Blossom,Lily-of-the-Valley",4.12,5,"1,311"
https://www.fragrantica.com/perfume/Lancetti/Lancetti-Femme-2114.html,Lancetti Femme Lancetti ,Lancetti,for women,"warm spicy,woody,aromatic,floral,fruity,soft spicy,musky,leather,white floral,powdery","Lancetti Femme  by  Lancetti  is a Chypre Floral fragrance for women. The nose behind this fragrance is Mark Buxton. Top notes are Pink Pepper, Cardamom, Ginger, Black Currant, Hazelnut, Peach and Calabrian bergamot; middle notes are Freesia, Rose, Lily-of-the-Valley, Patchouli and Jasmine Sambac; base notes are Birch, Sandalwood, White Musk, Vetiver and Patchouli. ",,Mark Buxton,"Pink Pepper,Cardamom,Ginger,Black Currant,Hazelnut,Peach,Calabrian bergamot","Freesia,Rose,Lily-of-the-Valley,Patchouli,Jasmine Sambac",3.85,5,34
https://www.fragrantica.com/perfume/Rochas/Desir-Pour-Femme-2150.html,Desir Pour Femme Rochas ,Rochas,for women,"fruity,floral,sweet,rose,citrus,woody,warm spicy,tropical,fresh,chocolate","Desir Pour Femme  by  Rochas  is a Floral Fruity fragrance for women.  Desir Pour Femme  was launched in 2007. The nose behind this fragrance is Quest. Top notes are Litchi, Strawberry, Mandarin Orange and Cassis; middle notes are Rose, Magnolia, Peach, Freesia and Casablanca Lily; base notes are Dark Chocolate, Patchouli, Sandalwood and Ambrette (Musk Mallow). ",,Quest,"Litchi,Strawberry,Mandarin Orange,Cassis","Rose,Magnolia,Peach,Freesia,Casablanca Lily",3.65,5,286
https://www.fragrantica.com/perfume/Jean-Patou/Sublime-2029.html,Sublime Jean Patou ,Jean Patou,for women,"white floral,citrus,woody,amber,sweet,powdery,yellow floral,musky,aromatic,floral","Sublime  by  Jean Patou  is a Oriental Floral fragrance for women.  Sublime  was launched in 1992. The nose behind this fragrance is Jean Kerleo. Top notes are Ylang-Ylang, Mandarin Orange, Orange and Bergamot; middle notes are Jasmine, Rose, Orange Blossom and Lily-of-the-Valley; base notes are Amber, Musk and Patchouli. ","Chypre floral perfume is introduced in 1992 from the famous Jean Patoy House. It is dedicated to a woman who likes to stand out with her style and attitude.
This combination of beauty and harmony is packed into very elegant and luxurious bottle of Sublime perfume, crowned with golden stopper.
This perfume was designed by Jean Kerleo and made a harmony of notes resourceful with sweet freshness brought in by bergamot, tangerine, and coriander along with green accords.
The heart notes are attached by floral caresses of rose, jasmine, ylang-ylang along with neroli oil.
The base notes sensually bring vanilla, sandal, cedar and civet.
This perfume is available in the amount of 30 ml edp and 50 ml edt.",Jean Kerleo,"Ylang-Ylang,Mandarin Orange,Orange,Bergamot","Jasmine,Rose,Orange Blossom,Lily-of-the-Valley",4.18,5,"1,137"
https://www.fragrantica.com/perfume/Lancetti/Etre-Special-Edition-IV-2111.html,Etre Special Edition IV Lancetti ,Lancetti,for women,"powdery,fresh,fruity,sweet,woody,warm spicy,floral,iris,citrus,earthy","Etre Special Edition IV  by  Lancetti  is a Floral Fruity fragrance for women. Top notes are Nectarine, Orange and Peach; middle notes are iris, Ginger, Hyacinth and Peony; base notes are Musk, Sandalwood and Virginia Cedar. ",,,"Nectarine,Orange,Peach","iris,Ginger,Hyacinth,Peony",4.17,5,6
https://www.fragrantica.com/perfume/Rochas/Desir-Pour-Homme-2151.html,Desir Pour Homme Rochas ,Rochas,for men,"woody,citrus,warm spicy,cacao,vanilla,anis,musky,sweet,soft spicy,aromatic","Desir Pour Homme  by  Rochas  is a Oriental Woody fragrance for men.  Desir Pour Homme  was launched in 2007. The nose behind this fragrance is Quest. Top notes are Anise, Grapefruit and Bitter Orange; middle notes are Cacao and Cardamom; base notes are Vanilla, Cashmere Wood and Cedar. ",,Quest,"Anise,Grapefruit,Bitter Orange","Cacao,Cardamom",4.22,5,195
https://www.fragrantica.com/perfume/Rochas/Globe-2152.html,Globe Rochas ,Rochas,for men,"woody,aromatic,fresh spicy,warm spicy,floral,rose,white floral,fresh,citrus,leather","Globe  by  Rochas  is a Leather fragrance for men.  Globe  was launched in 1990. The nose behind this fragrance is Jean-Claude Ellena. Top notes are Bergamot, Artemisia, Lemon, Coriander and Cumin; middle notes are Fir, Carnation, Rose, Jasmine, Geranium, Lily-of-the-Valley, Tagetes and Thyme; base notes are Leather, Sandalwood, Labdanum, Patchouli, Vetiver, Musk and Cedar. ",,Jean-Claude Ellena,"Bergamot,Artemisia,Lemon,Coriander,Cumin","Fir,Carnation,Rose,Jasmine,Geranium,Lily-of-the-Valley,Tagetes,Thyme",4.18,5,177
https://www.fragrantica.com/perfume/Air-Val-International/Finding-Nemo-2131.html,Finding Nemo Air-Val International ,Air-Val International,for men,"citrus,woody,aromatic,fresh spicy,rose,white floral,musky,fresh",Finding Nemo  by  Air-Val International  is a Citrus Aromatic fragrance for men.  Finding Nemo  was launched in 2003. ,,,"Grapefruit,Bergamot,Cedar,Lemon,Lily-of-the-Valley,Rose,Musk",,3.67,5,3
https://www.fragrantica.com/perfume/Rochas/Reflets-d-Eau-de-Rochas-2155.html,Reflets d'Eau de Rochas Rochas ,Rochas,for women,"fresh,floral,citrus,rose,aldehydic","Reflets d'Eau de Rochas  by  Rochas  is a Floral Fruity fragrance for women.  Reflets d'Eau de Rochas  was launched in 2006. Top notes are Lemon, Aldehydes, Orange and Tangerine; middle notes are Peony, Cyclamen and Rose; base notes are Amber and Sandalwood. ",,,"Lemon,Aldehydes,Orange,Tangerine","Peony,Cyclamen,Rose",3.86,5,74
https://www.fragrantica.com/perfume/Air-Val-International/Winnie-The-Pooh-2136.html,Winnie The Pooh Air-Val International ,Air-Val International,for men,"aromatic,citrus,fresh spicy,herbal,woody,soft spicy,musky,powdery,green,lavender",Winnie The Pooh  by  Air-Val International  is a Citrus Aromatic fragrance for men.  Winnie The Pooh  was launched in 2003. ,,,"Orange,Rosemary,Nutmeg,Coriander,Sandalwood,Lavender,Musk,Tarragon,Galbanum,Sage,Bergamot,Lemon",,3.75,5,4
https://www.fragrantica.com/perfume/Les-Copains/Papillon-2156.html,Papillon Les Copains ,Les Copains,for women,"citrus,white floral,floral,fruity,woody,powdery,aromatic,musky,soft spicy,warm spicy","Papillon  by  Les Copains  is a Floral Fruity fragrance for women.  Papillon  was launched in 2004. Top notes are Orange, Sicilian Lemon and Bergamot; middle notes are Black Currant, Pink Grapefruit, Peach and Melon; base notes are Magnolia, Lily, Jasmine, Cedar, White Musk, Cardamom, Violet Root and Amber. ",,,"Orange,Sicilian Lemon,Bergamot","Black Currant,Pink Grapefruit,Peach,Melon",3.93,5,70
https://www.fragrantica.com/perfume/Rochas/Madame-Rochas-2153.html,Madame Rochas Rochas ,Rochas,for women,"woody,white floral,green,powdery,earthy,aldehydic,floral,fresh,iris,yellow floral","Madame Rochas  by  Rochas  is a Floral Aldehyde fragrance for women.  Madame Rochas  was launched in 1960. The nose behind this fragrance is Guy Robert. Top notes are Aldehydes, Hiacynth, Green Notes, Neroli, Honeysuckle, Bergamot, Orange Blossom and Lemon; middle notes are iris, Narcissus, Orris Root, Bulgarian Rose, Ylang-Ylang, Violet, Lily-of-the-Valley, Jasmine and Tuberose; base notes are Oakmoss, Sandalwood, Vetiver, Musk, Cedar, Amber and Tonka Bean. ","Madame Rochas first appeared in 1960 and reappeared in 1989 in its second edition. The nose behind this perfume is Guy Robert, who put aldehydes, bergamot, lemon and neroli at the top. The middle notes are flowery: jasmine, rose, tuberose, Lily-of-the-valley, Oriss root, ylang-ylang, violet and narcissus, whilst the base touches us with sandalwood, vetiver, musk, along with the accords of cedar, oakmoss and tonka beans.
First edition represents a replica of an 18th century bottle and is signed by Madam Rochas herself. The new edition package was designed by Pierre Dinand and is available in 30, 50 and 100 ml edt.",Guy Robert,"Aldehydes,Hiacynth,Green Notes,Neroli,Honeysuckle,Bergamot,Orange Blossom,Lemon","iris,Narcissus,Orris Root,Bulgarian Rose,Ylang-Ylang,Violet,Lily-of-the-Valley,Jasmine,Tuberose",4.09,5,"1,768"
https://www.fragrantica.com/perfume/Exte/J-S-Exte-Woman-2047.html,J'S Exte Woman Exte ,Exte,for women,"fruity,white floral,sweet,floral,powdery,rose,fresh,violet,musky","J'S Exte Woman  by  Exte  is a Floral Fruity fragrance for women.  J'S Exte Woman  was launched in 2005. The nose behind this fragrance is Jacques Cavallier. Top notes are Fruity Notes, Quince and Rose; middle notes are Jasmine, Violet and Lily-of-the-Valley; base notes are Raspberry, Musk and Amber. ",,Jacques Cavallier,"Fruity Notes,Quince,Rose","Jasmine,Violet,Lily-of-the-Valley",4.07,5,56
https://www.fragrantica.com/perfume/Mypa/Madonna-Nudes-1979-Crazy-2161.html,Madonna Nudes 1979 Crazy Mypa ,Mypa,for women,,Madonna Nudes 1979 Crazy  by  Mypa  is a Floral Green fragrance for women. ,,,,,3.50,5,4
https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Mechant-Loup-2159.html,Mechant Loup L'Artisan Parfumeur ,L'Artisan Parfumeur,for women and men,"woody,sweet,nutty,honey,soft spicy,amber",Mechant Loup  by  L'Artisan Parfumeur  is a Woody Spicy fragrance for women and men.  Mechant Loup  was launched in 1997. The nose behind this fragrance is Bertrand Duchaufour. ,"Mechant Loup or An Angry Wolf (Big Bad Wolf on L'Artisan parfumeur's site for US) is a woody spicy composition that includes hazelnut, honey, sandalwood, cedar, licorice and myrrh. 
See more in the article ",Bertrand Duchaufour,"Hazelnut,Licorice,Honey,Cedar,Woody Notes,Sandalwood,Myrrh,Praline",,3.97,5,"1,061"
https://www.fragrantica.com/perfume/Enrico-Coveri/Enrico-Coveri-Paillettes-3-2118.html,Enrico Coveri Paillettes 3 Enrico Coveri ,Enrico Coveri,for women,"floral,powdery,woody,iris,amber,white floral,musky,warm spicy,soft spicy,aromatic","Enrico Coveri Paillettes 3  by  Enrico Coveri  is a Oriental Floral fragrance for women.  Enrico Coveri Paillettes 3  was launched in 2010. Top notes are Neroli and Freesia; middle notes are iris, Pink Pepper and Satinwood; base notes are Sandalwood, Amber, Tonka Bean and Vanille. ","Along with this perfume, the designer Enrico Coveri presents the new look and new shape. This concept is based on the rotation of cone around itself, thus forming a female silhouette. It seems almost magical!
It is also inspired by the asymmetric details of the special occasion’s gowns.
Perfume opens with neroli and freesia, and dries down to the notes of pink pepper, silk tree and iris. The base adds Orchid vanilla, sandalwood, amber and tonka beans.
It is available as 50 and 75 ml edp. Perfumed spray deodorant is also included.",,"Neroli,Freesia","iris,Pink Pepper,Satinwood",4.11,5,18
https://www.fragrantica.com/perfume/Rochas/Absolu-2147.html,Absolu Rochas ,Rochas,for women,"amber,white floral,citrus,warm spicy,sweet,powdery,balsamic,woody,green","Absolu  by  Rochas  is a Oriental Woody fragrance for women.  Absolu  was launched in 2002. The nose behind this fragrance is Jacques Cavallier. Top notes are Mandarin Orange and Fig Leaf; middle notes are Orange Blossom, Lily, Pepper and Rose; base notes are Benzoin, Tolu Balsam, Labdanum and Cedar. ","This Woodsy oriental fragrance from Rochas was introduced in 2002 with the perfumer Jacques Cavallier. The perfume opens with the notes of tangerine and fig leaves, then the floral waves of lily, neroli, black pepper and rose follow. The base notes introduce accords of incense, benzoin, cedar and toluene balm. It is available as 30, 50 and 75 ml edp, along with the 200 ml body milk and shower gel.  
 ",Jacques Cavallier,"Mandarin Orange,Fig Leaf","Orange Blossom,Lily,Pepper,Rose",4.11,5,"1,160"
https://www.fragrantica.com/perfume/Mypa/Madonna-Lady-2165.html,Madonna Lady Mypa ,Mypa,for women,,Madonna Lady  by  Mypa  is a Floral Fruity fragrance for women. ,,,,,3.88,5,17
https://www.fragrantica.com/perfume/Prada/Prada-Tendre-2059.html,Prada Tendre Prada ,Prada,for women,"woody,citrus,warm spicy,aromatic,amber,green,patchouli,earthy,white floral,balsamic","Prada Tendre  by  Prada  is a Oriental Woody fragrance for women.  Prada Tendre  was launched in 2006. Prada Tendre was created by Carlos Benaim and Clement Gavarry. Top notes are Bergamot, Neroli, Mandarin Orange and Lemon; middle notes are Tea Leaf, Tahitian Vetiver, Guatemalan Cardamom and Indian Jasmine; base notes are Indonesian Patchouli Leaf, Benzoin, Sandalwood, Virginia Cedar and French labdanum. ","Prada Tendre was launched in 2006. It was created by two noses, Carlos Benaim and Clement Gavarry. The sweetly fresh opening is created of luminous notes lemon notes, mandarin, neroli, and Italian bergamot. The heart introduces Guatemala cardamom, tea leaves, Indian jasmine, and Haitian vetiver, while the base reveals Indonesian patchouli, Indian sandalwood, benzoin and Virginian cedar. This fragrance comes as 50ml (1.7 fl.oz.) and 80ml (2.76 fl.oz) EDP.","Carlos Benaim,Clement Gavarry","Bergamot,Neroli,Mandarin Orange,Lemon","Tea Leaf,Tahitian Vetiver,Guatemalan Cardamom,Indian Jasmine",4.07,5,862
https://www.fragrantica.com/perfume/Sweet-Years/Sweet-Years-Prive-2139.html,Sweet Years Prive Sweet Years ,Sweet Years,for women,"musky,citrus,floral,powdery,white floral","Sweet Years Prive  by  Sweet Years  is a Floral Fruity fragrance for women.  Sweet Years Prive  was launched in 2007. Top notes are Grapefruit, Orange, Lemon and Mandarin Orange; middle notes are Magnolia, Jasmine and Lotus; base notes are Musk, Cedar and Sandalwood. ",,,"Grapefruit,Orange,Lemon,Mandarin Orange","Magnolia,Jasmine,Lotus",3.25,5,12
https://www.fragrantica.com/perfume/Yves-Rocher/Comme-une-Evidence-2167.html,Comme une Evidence Yves Rocher ,Yves Rocher,for women,"white floral,green,rose,mossy,earthy,fresh,ozonic,woody,patchouli,musky","Comme une Evidence  by  Yves Rocher  is a Chypre Floral fragrance for women.  Comme une Evidence  was launched in 2003. The nose behind this fragrance is Annick Menardo. Top notes are Violet Leaf and Rhubarb; middle notes are Lily-of-the-Valley and Rose; base notes are Oakmoss, Patchouli and Musk. ",,Annick Menardo,"Violet Leaf,Rhubarb","Lily-of-the-Valley,Rose",3.45,5,"4,103"
